goal,adherence_pct,avg_sleep,avg_soreness,workout_completion_pct,weight_change_kg,weeks_since_last_adjustment,label
bulk,52.6,5.0,4.3,46.6,-0.94,3,deload_week
cut,97.4,7.5,1.9,55.1,-1.11,5,stay_course
maintain,44.5,5.8,2.5,93.3,-0.3,1,stay_course
maintain,80.6,9.2,1.6,44.3,0.39,3,stay_course
bulk,81.8,5.5,2.5,76.0,0.96,5,increase_intensity
cut,65.2,5.3,5.0,60.4,-1.42,5,deload_week
cut,44.7,5.1,1.4,68.4,-1.3,6,deload_week
cut,61.8,6.2,2.1,90.8,-0.82,1,stay_course
cut,62.6,9.3,2.5,37.4,1.28,2,stay_course
bulk,83.7,6.0,4.3,64.3,0.09,6,deload_week
bulk,91.9,7.3,3.4,92.8,-0.99,4,increase_calories
cut,60.7,8.2,4.9,67.2,0.28,4,deload_week
maintain,75.5,5.8,3.7,79.9,0.47,2,stay_course
maintain,74.1,5.8,4.7,74.7,-0.39,2,deload_week
bulk,76.5,8.0,1.7,99.0,0.9,5,increase_intensity
maintain,56.5,6.6,4.8,91.7,0.94,3,deload_week
bulk,91.5,9.2,2.6,51.9,-1.23,1,stay_course
cut,83.8,9.2,1.7,34.0,0.73,5,reduce_calories
maintain,88.5,4.6,4.8,77.4,1.3,2,deload_week
maintain,69.9,7.9,3.7,67.3,-1.13,1,increase_calories
bulk,51.4,8.7,1.0,59.7,0.1,3,stay_course
cut,99.7,7.8,4.7,99.9,1.33,6,deload_week
bulk,42.5,6.7,1.7,95.1,0.79,2,stay_course
cut,44.5,8.7,3.1,96.7,-0.23,4,stay_course
cut,62.4,5.1,4.7,47.5,0.12,1,deload_week
maintain,58.0,6.0,1.9,81.7,0.21,2,stay_course
maintain,95.7,9.3,3.1,92.5,1.31,5,reduce_calories
maintain,43.4,4.5,2.8,50.9,-1.18,3,deload_week
bulk,51.2,6.3,1.4,64.4,-1.25,5,stay_course
cut,64.6,9.1,1.0,83.9,-0.75,4,stay_course
maintain,62.5,6.3,4.6,67.5,-0.69,4,deload_week
bulk,90.4,5.3,2.4,60.4,-0.42,6,deload_week
cut,46.6,5.9,1.5,59.5,-0.51,1,stay_course
cut,80.0,9.2,4.8,98.8,-1.14,4,deload_week
bulk,69.7,7.9,1.5,82.6,0.84,4,stay_course
bulk,83.6,8.2,4.3,39.2,1.37,1,deload_week
cut,49.3,7.0,4.1,46.6,0.53,3,stay_course
maintain,98.6,8.2,2.7,50.3,-0.04,4,stay_course
cut,77.1,8.1,1.7,49.7,-1.15,3,stay_course
bulk,54.8,8.6,1.8,79.5,0.93,6,stay_course
bulk,70.1,5.4,5.0,71.4,0.4,2,deload_week
cut,47.9,4.7,5.0,95.0,-0.22,5,deload_week
cut,45.5,4.8,2.6,51.5,0.4,2,deload_week
cut,60.2,6.9,3.0,75.1,-0.59,3,stay_course
maintain,56.8,6.3,2.7,52.4,-1.36,1,increase_calories
cut,43.1,8.2,1.8,63.0,1.23,1,stay_course
maintain,51.1,9.2,2.5,51.3,-1.21,1,increase_calories
bulk,73.1,8.8,2.3,81.9,-0.42,5,increase_intensity
bulk,76.3,5.7,2.1,70.9,-1.24,1,increase_intensity
cut,77.8,7.5,1.2,97.8,1.15,2,increase_intensity
cut,82.3,9.1,1.3,68.3,-0.47,6,stay_course
maintain,99.4,5.5,3.9,33.1,-0.92,5,increase_calories
bulk,55.2,8.9,4.4,93.5,1.43,3,deload_week
maintain,77.8,5.1,2.7,63.8,0.07,5,deload_week
cut,50.0,5.9,4.9,50.3,1.37,1,deload_week
bulk,51.4,8.6,3.0,67.3,0.04,1,stay_course
cut,66.3,7.0,3.2,57.3,0.32,2,stay_course
cut,40.2,7.4,3.4,30.6,1.29,5,stay_course
maintain,70.2,8.1,2.0,89.7,-0.61,3,increase_intensity
bulk,47.1,5.6,3.1,50.4,0.42,3,stay_course
cut,56.2,8.5,3.6,47.4,0.97,5,stay_course
cut,40.1,6.2,3.4,55.8,-1.25,6,increase_calories
bulk,55.8,5.2,4.6,50.6,1.46,6,deload_week
cut,89.4,5.6,4.9,42.4,1.41,5,deload_week
bulk,98.7,8.4,4.1,37.5,0.74,4,stay_course
bulk,55.4,7.6,3.4,44.4,-0.17,3,stay_course
maintain,52.2,7.6,4.4,57.7,-0.16,6,deload_week
bulk,66.0,5.2,2.9,64.7,-0.12,2,deload_week
cut,74.2,9.2,1.7,49.7,-0.57,2,stay_course
maintain,81.2,5.4,1.6,59.8,-0.13,6,deload_week
maintain,46.0,7.1,3.9,86.6,0.31,4,stay_course
maintain,41.2,8.6,4.1,75.1,-1.37,2,increase_calories
cut,56.1,9.2,3.4,85.5,-1.47,1,increase_calories
bulk,84.2,6.2,3.8,44.2,-0.06,5,increase_calories
maintain,88.9,6.0,2.9,47.1,0.13,3,stay_course
bulk,72.6,4.6,1.2,68.1,-1.19,4,deload_week
cut,40.1,5.6,1.9,57.0,-0.44,3,stay_course
cut,95.3,7.9,3.7,80.0,1.2,4,reduce_calories
cut,99.4,5.6,4.8,49.7,-1.27,3,deload_week
cut,61.6,9.1,1.3,33.0,-1.05,4,stay_course
bulk,60.1,5.4,2.7,92.5,0.56,5,deload_week
maintain,60.9,5.0,4.7,76.3,1.3,6,deload_week
cut,87.3,8.8,4.9,84.4,-1.06,2,deload_week
maintain,66.8,8.5,4.9,87.0,-1.16,4,deload_week
bulk,56.7,5.0,5.0,42.7,-0.34,3,deload_week
maintain,65.4,8.0,2.7,85.5,-0.5,6,stay_course
cut,63.0,7.2,3.2,64.5,0.11,2,stay_course
maintain,45.0,8.1,3.1,84.4,0.93,2,reduce_calories
bulk,45.2,6.3,1.8,89.5,-0.41,4,stay_course
cut,95.3,4.8,2.4,89.4,1.1,2,deload_week
maintain,67.6,8.7,3.2,95.2,-0.24,2,stay_course
cut,43.4,5.2,4.8,79.3,-0.37,1,deload_week
bulk,97.9,6.4,3.8,76.4,-1.28,5,increase_calories
cut,41.8,6.3,1.3,35.4,0.21,4,stay_course
cut,85.9,6.8,1.6,66.9,1.35,4,reduce_calories
maintain,83.4,6.7,3.6,30.9,-1.17,1,increase_calories
bulk,41.9,8.3,3.0,30.8,1.0,6,stay_course
maintain,73.2,8.6,4.7,65.1,0.63,4,deload_week
cut,56.3,5.0,2.5,96.6,0.73,4,deload_week
bulk,43.4,6.5,4.3,98.3,0.32,1,deload_week
bulk,68.1,6.1,3.6,87.9,-1.01,3,stay_course
bulk,65.5,5.8,1.4,55.4,0.84,3,stay_course
cut,54.4,5.3,1.4,44.8,-1.47,3,deload_week
cut,73.1,7.7,1.1,48.8,1.43,5,stay_course
cut,73.8,8.5,1.2,52.0,1.33,1,stay_course
maintain,85.1,9.3,3.0,52.0,-0.33,3,stay_course
cut,82.2,5.0,2.6,81.9,-1.2,2,deload_week
cut,75.2,6.4,3.3,89.6,-0.63,2,stay_course
bulk,67.8,8.9,1.4,80.3,1.15,6,reduce_calories
bulk,48.5,8.1,5.0,65.1,1.48,5,deload_week
bulk,71.4,8.3,2.8,39.2,-0.63,5,stay_course
maintain,42.4,8.1,3.7,46.7,1.49,5,reduce_calories
cut,97.5,7.3,5.0,36.8,-1.46,3,deload_week
bulk,92.1,8.5,4.6,64.9,-0.14,2,deload_week
maintain,49.7,5.9,2.5,36.2,-0.96,4,increase_calories
maintain,99.2,9.4,4.1,60.9,1.27,1,reduce_calories
bulk,69.3,6.3,2.1,58.6,0.36,6,stay_course
cut,66.4,7.1,3.5,52.0,-1.25,4,increase_calories
bulk,67.0,8.9,5.0,33.0,1.43,1,deload_week
bulk,87.4,8.0,3.2,40.8,-1.18,4,increase_calories
cut,74.2,8.8,1.9,91.2,0.51,3,increase_intensity
maintain,68.1,7.2,4.3,37.6,-0.96,1,deload_week
maintain,86.1,5.5,2.3,52.2,1.49,4,reduce_calories
cut,82.1,6.9,2.1,32.7,-1.03,4,stay_course
cut,78.4,6.1,1.1,72.1,-0.36,3,increase_intensity
maintain,98.7,5.6,1.8,31.6,0.78,4,stay_course
maintain,55.1,5.4,1.6,49.2,-1.25,6,deload_week
maintain,92.3,7.1,3.7,48.2,0.99,1,reduce_calories
maintain,60.5,8.3,1.7,54.4,-0.24,4,stay_course
bulk,81.3,5.3,3.8,54.8,0.58,4,deload_week
cut,73.7,9.0,1.8,80.6,0.24,2,increase_intensity
maintain,79.8,8.6,3.9,87.8,0.7,1,stay_course
cut,93.8,9.2,3.0,52.1,0.88,6,reduce_calories
maintain,55.8,8.1,5.0,96.0,1.07,6,deload_week
maintain,78.3,7.4,1.1,82.2,-0.94,6,increase_intensity
bulk,86.5,7.5,1.9,44.7,-0.93,6,increase_calories
bulk,97.3,6.4,2.5,51.1,-0.58,1,stay_course
bulk,69.9,9.5,2.7,54.6,0.98,4,stay_course
bulk,98.4,6.2,4.7,62.1,-0.38,5,deload_week
bulk,49.8,6.7,2.1,76.2,0.54,6,stay_course
maintain,82.1,9.2,4.6,36.9,-1.24,1,deload_week
cut,79.0,7.6,2.6,64.7,0.76,5,reduce_calories
cut,78.0,7.0,4.2,76.7,1.06,2,deload_week
cut,86.6,7.3,1.5,89.9,1.35,3,increase_intensity
maintain,64.8,8.6,3.8,81.9,-1.48,3,increase_calories
cut,70.5,5.8,3.6,51.5,1.21,4,stay_course
bulk,54.5,9.0,2.7,31.1,-1.04,3,stay_course
bulk,89.2,7.5,2.3,97.1,1.48,2,increase_intensity
bulk,98.4,5.5,3.6,88.0,0.9,5,stay_course
maintain,47.7,7.7,4.9,42.2,1.21,5,deload_week
cut,66.2,5.0,4.2,65.3,0.39,4,deload_week
bulk,95.0,8.7,1.6,52.6,-1.22,1,stay_course
maintain,40.7,8.4,1.6,73.3,0.13,1,stay_course
bulk,62.9,8.2,1.5,61.8,0.39,3,stay_course
cut,54.4,9.0,2.2,67.5,-0.76,4,stay_course
maintain,79.6,5.9,4.7,73.9,0.42,5,deload_week
cut,46.7,9.1,1.5,39.9,-0.71,2,stay_course
cut,44.6,8.7,4.7,44.6,-1.2,1,deload_week
maintain,44.4,9.3,1.3,78.1,-0.37,3,stay_course
bulk,94.5,8.5,1.7,30.7,-0.96,5,increase_calories
bulk,76.4,4.7,4.9,99.6,-0.05,5,deload_week
bulk,72.8,5.3,4.0,94.9,-0.92,1,deload_week
bulk,41.4,7.1,1.6,90.7,-1.16,2,stay_course
cut,59.7,5.6,3.9,95.8,-0.7,4,stay_course
cut,97.2,6.2,3.2,50.6,0.74,4,reduce_calories
maintain,70.8,6.5,1.8,42.1,0.56,6,stay_course
maintain,97.7,5.0,4.2,71.1,-1.0,2,deload_week
bulk,69.3,8.9,2.7,82.3,0.95,5,stay_course
cut,76.4,6.6,3.3,56.2,0.4,1,stay_course
maintain,50.0,4.7,3.0,71.1,-0.62,6,deload_week
bulk,61.1,4.6,1.7,52.6,0.87,3,deload_week
cut,44.4,7.8,2.5,84.6,-1.13,3,stay_course
bulk,40.7,6.1,2.9,85.7,1.2,5,reduce_calories
cut,63.1,7.5,3.1,37.2,-0.67,5,stay_course
bulk,44.5,9.0,2.7,82.9,-0.55,3,stay_course
cut,51.8,8.5,3.0,99.3,-0.24,1,stay_course
maintain,50.3,6.1,2.5,70.3,-0.64,6,stay_course
bulk,99.3,9.1,2.1,88.9,-0.29,5,increase_intensity
bulk,42.3,7.7,1.3,36.7,0.91,6,stay_course
maintain,56.5,8.3,2.6,69.0,-0.56,5,stay_course
cut,63.6,8.0,2.8,89.4,1.4,1,stay_course
maintain,96.3,5.0,1.9,87.8,-1.08,3,deload_week
bulk,83.5,5.6,1.4,80.7,0.94,5,increase_intensity
cut,96.0,8.8,2.0,84.9,-1.17,3,increase_intensity
cut,55.8,7.9,4.2,56.6,0.6,2,deload_week
bulk,67.6,5.1,4.4,82.7,1.16,4,deload_week
bulk,66.8,5.1,3.1,70.5,0.48,3,deload_week
maintain,86.4,6.9,1.4,83.6,0.63,3,increase_intensity
bulk,90.1,5.7,3.6,89.9,0.58,1,stay_course
maintain,43.6,4.6,1.9,87.3,-0.94,1,deload_week
maintain,52.5,7.5,3.1,90.1,0.78,3,stay_course
bulk,67.2,5.3,3.0,94.0,-0.84,3,deload_week
maintain,98.5,8.8,3.1,84.6,-0.94,3,increase_calories
maintain,49.9,6.0,4.5,75.4,-1.06,1,deload_week
bulk,46.6,4.6,2.8,48.7,-0.07,5,deload_week
maintain,61.1,5.1,3.2,54.8,-0.86,4,deload_week
bulk,65.9,6.2,2.8,55.9,-1.35,4,stay_course
bulk,95.7,5.5,1.8,42.4,-0.67,5,increase_calories
maintain,71.1,5.0,1.2,47.4,-1.17,1,deload_week
cut,93.7,7.4,2.0,67.2,-0.67,5,stay_course
bulk,82.9,6.5,1.4,81.4,1.14,3,increase_intensity
maintain,52.3,8.4,2.4,50.2,0.29,6,stay_course
cut,45.7,7.0,3.8,63.4,-0.58,6,stay_course
cut,50.2,7.9,1.7,53.3,-0.13,1,stay_course
bulk,68.5,6.2,1.7,48.5,-1.27,6,stay_course
cut,75.6,9.3,3.3,64.2,-0.76,1,stay_course
cut,89.1,7.3,5.0,88.5,0.08,2,deload_week
cut,86.5,5.0,4.2,53.5,-0.03,3,deload_week
bulk,55.4,6.9,2.5,30.9,-0.44,6,stay_course
maintain,93.5,8.4,4.4,93.2,0.29,1,deload_week
maintain,81.1,8.1,1.1,98.5,1.07,6,increase_intensity
cut,61.4,4.7,3.3,78.7,-0.21,2,deload_week
bulk,45.4,9.1,2.5,37.6,-0.68,6,stay_course
bulk,72.7,9.1,4.9,91.3,-0.98,6,deload_week
maintain,93.3,6.5,2.7,99.6,-0.57,1,increase_intensity
bulk,71.2,6.2,3.4,60.3,-0.13,3,stay_course
maintain,46.6,4.5,4.7,40.3,0.54,5,deload_week
maintain,77.4,7.8,2.2,50.2,0.9,1,reduce_calories
maintain,42.5,5.9,3.4,33.7,-0.58,4,stay_course
maintain,79.6,4.5,2.0,54.5,-0.65,5,deload_week
bulk,97.5,7.3,4.8,79.9,-1.07,6,deload_week
cut,65.9,9.1,2.2,32.2,1.3,2,stay_course
bulk,78.2,6.6,4.9,36.9,-0.72,3,deload_week
bulk,58.6,7.3,3.7,52.6,0.23,6,stay_course
cut,55.0,6.6,1.8,51.3,-0.61,6,stay_course
maintain,72.7,6.4,4.5,60.6,-1.08,4,deload_week
bulk,58.8,9.2,3.9,62.8,-0.22,4,stay_course
maintain,67.7,9.1,1.1,83.7,-1.23,2,increase_calories
bulk,94.4,8.4,3.3,56.1,0.36,5,stay_course
maintain,43.2,8.7,1.5,76.9,-0.11,5,stay_course
maintain,90.4,4.9,2.1,99.0,-1.18,5,deload_week
cut,89.3,7.3,3.8,90.5,-1.14,5,stay_course
bulk,70.6,8.1,3.8,66.1,0.19,4,stay_course
cut,53.4,7.9,4.4,51.1,-0.57,1,deload_week
maintain,77.4,5.5,1.3,40.7,1.14,5,reduce_calories
cut,54.8,5.0,1.1,65.4,-0.33,1,deload_week
maintain,64.3,9.4,4.3,88.9,0.14,5,deload_week
bulk,66.3,7.8,1.5,40.2,-1.44,2,stay_course
bulk,79.4,5.4,4.0,68.3,-0.07,3,deload_week
maintain,80.1,9.3,3.0,76.7,-0.33,6,increase_intensity
cut,67.8,8.6,1.6,49.8,-1.14,4,stay_course
cut,74.8,4.7,3.6,76.0,-0.17,3,deload_week
cut,68.1,8.1,2.1,98.7,-0.43,5,stay_course
cut,60.9,8.0,2.6,34.4,0.47,3,stay_course
bulk,83.2,6.2,3.9,85.1,-0.66,6,increase_calories
maintain,95.4,4.8,4.4,63.9,1.39,5,deload_week
bulk,50.8,8.0,3.0,76.1,-0.72,6,stay_course
maintain,75.3,7.4,3.3,88.1,-1.3,1,increase_calories
bulk,49.6,5.0,1.4,95.4,-0.07,2,deload_week
bulk,87.7,5.0,4.5,81.0,-0.35,4,deload_week
cut,43.7,5.8,1.1,82.5,-0.18,3,stay_course
bulk,77.9,4.6,1.7,37.5,-0.15,2,deload_week
bulk,74.4,5.5,2.0,60.6,-0.64,2,stay_course
bulk,49.7,8.6,4.2,43.5,0.25,6,deload_week
bulk,45.8,4.7,1.6,30.4,0.82,5,deload_week
bulk,91.9,6.2,3.7,97.0,0.68,5,stay_course
maintain,51.4,5.5,4.3,65.1,-0.43,5,deload_week
cut,88.1,6.7,3.5,91.2,0.21,2,reduce_calories
bulk,57.9,5.1,1.9,72.1,-0.51,2,deload_week
maintain,95.3,5.8,3.8,34.8,1.11,3,reduce_calories
cut,72.1,5.7,3.1,72.8,-0.56,5,stay_course
cut,72.8,9.0,3.3,95.6,1.45,6,stay_course
cut,41.9,6.6,1.8,92.2,-1.32,2,increase_calories
bulk,89.0,6.1,4.0,93.9,-1.31,4,increase_calories
cut,88.3,7.3,3.4,88.5,0.92,3,reduce_calories
cut,97.0,7.5,3.4,35.6,0.15,2,reduce_calories
maintain,83.4,5.0,3.0,45.8,-0.45,4,deload_week
maintain,86.9,8.9,1.9,95.2,-1.42,2,increase_intensity
bulk,76.5,6.4,3.7,31.3,-0.05,4,increase_calories
maintain,81.7,6.6,2.7,39.6,-0.19,5,stay_course
maintain,61.1,6.2,4.7,46.7,-1.22,1,deload_week
cut,64.8,8.3,4.2,67.5,-1.36,1,deload_week
bulk,55.0,4.8,1.2,60.7,-0.65,3,deload_week
maintain,76.1,9.0,5.0,39.1,-0.31,6,deload_week
cut,79.4,4.9,4.8,44.4,0.62,3,deload_week
cut,66.6,6.0,2.5,68.6,1.11,2,stay_course
bulk,93.6,6.1,3.2,37.3,-0.46,4,increase_calories
bulk,97.0,6.9,1.3,93.8,1.02,5,increase_intensity
cut,58.3,7.3,1.5,80.7,0.86,1,stay_course
cut,81.9,7.7,2.8,38.0,-0.0,1,stay_course
maintain,56.7,6.4,4.3,35.9,-0.66,5,deload_week
maintain,69.7,8.8,2.5,33.1,-0.88,2,increase_calories
bulk,65.9,4.8,2.2,67.9,-0.46,1,deload_week
bulk,85.3,6.2,4.3,48.4,0.76,2,deload_week
cut,60.5,8.6,2.7,59.9,0.69,6,stay_course
cut,88.4,7.3,4.8,95.3,-0.64,5,deload_week
maintain,65.4,8.1,4.1,48.2,1.38,4,reduce_calories
bulk,99.6,5.7,4.6,49.6,0.55,3,deload_week
cut,99.9,8.4,2.2,70.0,-1.38,3,increase_calories
maintain,56.1,5.8,3.6,84.0,-1.46,3,increase_calories
bulk,79.6,8.7,4.4,61.1,-1.45,1,deload_week
maintain,42.2,6.3,3.6,69.0,-0.27,5,stay_course
cut,56.6,7.6,2.3,34.5,-0.96,3,stay_course
maintain,92.1,5.1,3.5,40.3,0.35,1,deload_week
cut,46.9,4.7,3.7,90.2,0.24,1,deload_week
bulk,83.0,4.8,3.9,48.1,-0.73,6,deload_week
maintain,72.4,4.7,1.9,37.6,0.02,1,deload_week
bulk,44.6,5.5,3.3,88.0,0.54,1,stay_course
bulk,65.6,5.9,1.1,72.5,-0.42,4,stay_course
bulk,62.5,9.2,2.2,32.2,-0.4,3,stay_course
cut,94.7,4.6,3.4,86.6,0.03,6,deload_week
bulk,87.0,8.1,4.8,56.5,0.25,6,deload_week
bulk,49.0,8.3,3.6,96.9,1.38,2,reduce_calories
bulk,70.2,7.4,3.2,59.3,0.7,5,stay_course
cut,76.4,7.8,3.1,52.2,-0.91,5,stay_course
maintain,94.7,6.1,4.2,98.4,-0.81,3,deload_week
bulk,98.3,8.0,2.8,97.0,-0.27,1,increase_intensity
maintain,73.6,4.9,2.4,63.9,-0.81,4,deload_week
cut,74.2,8.6,1.5,67.6,0.83,4,stay_course
bulk,75.1,5.2,2.0,50.1,-0.56,1,deload_week
maintain,65.3,9.4,3.3,74.3,0.82,2,reduce_calories
maintain,40.9,5.1,2.1,68.8,1.29,6,deload_week
cut,47.6,4.7,2.7,78.3,1.47,2,deload_week
bulk,92.0,9.1,4.6,54.8,-0.29,5,deload_week
cut,82.7,5.1,4.6,92.9,0.27,5,deload_week
cut,99.6,4.7,4.0,54.8,-0.15,4,deload_week
bulk,67.0,8.7,2.2,63.4,-1.1,2,stay_course
bulk,86.0,9.1,4.7,35.9,1.19,5,deload_week
bulk,62.2,7.7,2.5,60.7,0.03,5,stay_course
maintain,96.7,5.0,2.2,53.9,0.19,5,deload_week
bulk,70.5,9.1,2.1,56.9,0.77,2,stay_course
cut,88.8,8.2,5.0,44.7,0.06,5,deload_week
bulk,58.9,6.2,1.7,50.1,-0.04,2,stay_course
cut,57.3,9.1,5.0,82.7,1.27,6,deload_week
maintain,48.5,5.5,4.4,82.8,-1.42,1,deload_week
bulk,72.3,5.5,3.0,87.6,-0.39,3,increase_intensity
bulk,65.6,6.7,1.5,61.8,1.25,6,reduce_calories
bulk,95.2,5.1,4.6,64.5,-1.24,2,deload_week
maintain,83.9,5.1,2.4,35.5,0.88,6,deload_week
cut,59.6,7.0,2.1,74.1,0.04,1,stay_course
bulk,81.3,9.0,1.2,37.0,0.62,5,stay_course
maintain,51.4,7.3,4.4,73.8,1.35,6,deload_week
cut,54.8,7.4,4.5,45.4,-0.91,4,deload_week
cut,69.1,5.4,3.0,39.2,0.4,1,deload_week
bulk,91.4,8.2,1.0,34.7,0.17,2,stay_course
bulk,50.7,6.6,2.1,56.6,0.25,6,stay_course
maintain,69.1,7.8,1.7,51.0,-0.8,3,stay_course
bulk,69.1,8.5,2.6,55.0,-0.06,1,stay_course
cut,46.7,8.9,4.0,50.1,1.41,3,stay_course
cut,79.7,5.1,2.9,52.3,-1.16,6,deload_week
maintain,82.3,8.4,2.9,86.3,-0.03,4,increase_intensity
bulk,54.1,6.0,3.0,92.3,0.85,1,stay_course
bulk,86.3,5.8,2.3,57.4,-0.17,4,increase_calories
maintain,94.7,5.8,3.9,53.8,0.96,3,reduce_calories
maintain,64.6,7.4,1.7,44.4,0.38,5,stay_course
bulk,59.8,7.5,1.1,80.6,0.91,1,stay_course
bulk,60.0,6.3,4.1,34.4,-1.35,2,stay_course
maintain,72.1,9.4,4.4,57.7,0.65,3,deload_week
cut,94.6,6.2,1.9,81.3,1.32,1,increase_intensity
cut,85.3,7.1,3.0,85.4,-1.37,3,increase_intensity
maintain,41.5,7.7,3.8,32.4,0.75,4,stay_course
bulk,64.0,8.6,4.5,90.3,-1.27,5,deload_week
bulk,82.2,8.2,1.1,82.0,0.13,2,increase_intensity
cut,84.2,8.5,1.8,72.4,-0.56,3,increase_intensity
maintain,70.7,4.6,2.1,44.2,-0.71,6,deload_week
bulk,68.3,6.0,1.4,97.7,0.18,4,stay_course
maintain,94.5,7.2,2.0,31.2,-0.01,4,stay_course
maintain,85.8,8.1,2.8,70.5,-1.43,2,increase_intensity
maintain,62.2,7.3,3.6,53.3,0.93,1,reduce_calories
cut,73.7,5.5,4.8,71.5,-1.25,4,deload_week
bulk,90.3,7.1,4.4,83.2,-1.32,4,deload_week
maintain,64.7,8.2,4.3,32.6,0.57,5,deload_week
maintain,92.3,5.8,1.8,69.4,-0.03,4,stay_course
maintain,97.6,5.7,2.8,63.8,0.16,6,stay_course
bulk,44.9,5.0,3.8,56.3,0.77,2,deload_week
bulk,84.9,5.3,2.8,98.0,-1.38,4,deload_week
maintain,50.2,8.5,2.9,82.4,0.14,4,stay_course
cut,57.8,6.7,2.2,94.5,0.53,5,stay_course
maintain,76.9,6.4,3.6,39.9,0.07,2,stay_course
bulk,97.1,6.4,3.4,63.0,-0.87,3,increase_calories
bulk,83.2,8.8,1.5,66.7,0.99,1,stay_course
maintain,65.0,5.3,1.3,98.4,-0.56,2,deload_week
cut,81.6,7.2,2.3,34.3,-0.09,2,reduce_calories
cut,61.0,7.3,1.9,74.0,1.28,3,stay_course
maintain,89.2,8.8,3.3,51.4,0.37,4,stay_course
maintain,73.7,7.7,1.8,71.5,-1.19,2,increase_intensity
maintain,50.7,7.3,1.5,66.6,0.43,4,stay_course
maintain,74.5,8.8,3.4,97.7,0.71,5,stay_course
bulk,94.6,5.5,1.0,46.2,-0.85,5,increase_calories
cut,48.6,6.9,1.0,35.4,1.41,2,stay_course
bulk,88.4,6.6,2.9,51.2,0.78,2,stay_course
bulk,63.6,8.4,3.8,54.8,1.02,3,reduce_calories
bulk,44.7,7.5,1.9,41.6,0.4,3,stay_course
bulk,48.6,6.7,2.8,78.7,-0.75,1,stay_course
bulk,94.0,7.8,1.7,90.6,1.07,6,increase_intensity
maintain,83.7,5.6,3.2,99.9,1.32,4,reduce_calories
maintain,50.7,8.2,1.0,60.9,0.08,1,stay_course
bulk,58.6,5.0,2.5,47.8,1.26,5,deload_week
maintain,42.0,5.9,2.9,33.1,0.59,3,stay_course
maintain,77.5,9.4,4.3,90.4,1.28,5,deload_week
bulk,67.3,5.4,4.0,75.3,0.14,1,deload_week
cut,62.2,7.6,3.9,79.4,-0.97,2,stay_course
cut,65.2,8.7,1.2,74.6,-1.31,1,increase_calories
bulk,56.6,8.8,3.6,81.6,-0.5,6,stay_course
maintain,93.9,5.3,4.9,80.5,-0.4,1,deload_week
bulk,64.2,8.7,3.7,34.5,0.98,5,stay_course
cut,83.7,4.9,2.8,49.3,-0.9,5,deload_week
maintain,50.4,8.2,4.4,30.2,-0.68,3,deload_week
cut,60.5,7.3,3.8,69.6,-0.11,1,stay_course
cut,51.0,4.9,2.3,73.9,-1.44,2,deload_week
cut,53.1,6.4,1.3,80.7,-0.76,6,stay_course
bulk,96.6,8.8,4.0,81.7,-0.57,4,increase_calories
bulk,57.2,5.9,3.3,59.0,1.01,3,reduce_calories
cut,50.6,6.0,3.8,48.5,-0.03,5,stay_course
maintain,60.9,7.7,2.8,74.2,1.0,1,reduce_calories
bulk,63.1,7.2,1.8,79.2,-0.46,6,stay_course
maintain,52.4,8.0,3.0,88.1,0.88,1,reduce_calories
bulk,86.4,5.8,2.9,32.2,-1.15,6,increase_calories
bulk,51.2,5.2,3.3,56.1,-0.37,5,deload_week
cut,59.3,5.0,2.4,93.1,-1.02,4,deload_week
maintain,60.2,9.0,1.7,55.1,-1.01,5,increase_calories
cut,85.1,6.7,3.5,71.6,0.58,6,reduce_calories
maintain,68.4,5.7,3.9,72.1,-0.05,4,stay_course
maintain,42.4,9.1,1.9,95.4,1.28,1,reduce_calories
maintain,65.6,5.8,3.3,71.5,-1.01,2,increase_calories
maintain,93.2,9.3,4.8,43.9,1.42,2,deload_week
cut,79.8,8.4,1.2,36.3,0.88,2,reduce_calories
maintain,67.5,5.3,1.0,40.3,1.15,3,deload_week
maintain,44.8,5.7,1.8,36.3,-0.77,6,stay_course
bulk,90.7,6.4,2.9,54.1,-0.09,6,increase_calories
maintain,81.9,9.1,3.7,88.2,0.62,1,stay_course
maintain,47.7,8.3,1.5,84.1,1.19,6,reduce_calories
bulk,92.4,7.5,3.1,54.3,0.51,5,stay_course
cut,53.3,7.5,4.1,55.8,-0.48,1,stay_course
bulk,76.0,6.5,1.3,46.1,-0.0,1,stay_course
cut,58.1,5.0,2.5,42.6,-1.05,3,deload_week
maintain,80.5,6.9,2.0,96.9,-0.96,4,increase_intensity
bulk,71.0,5.0,4.2,54.2,0.7,6,deload_week
maintain,88.2,4.6,2.3,70.2,-0.35,4,deload_week
cut,69.2,9.3,2.6,84.0,-0.59,3,stay_course
bulk,78.0,7.5,4.2,61.5,-0.38,4,deload_week
bulk,60.1,7.2,2.5,85.0,1.44,5,reduce_calories
maintain,92.2,4.9,1.0,96.4,0.62,3,deload_week
cut,70.9,7.6,4.5,60.4,-0.11,1,deload_week
cut,92.1,6.8,1.2,72.0,-0.39,4,increase_intensity
maintain,80.5,8.3,1.1,48.7,-0.62,4,stay_course
cut,66.8,6.0,1.1,37.8,0.7,5,stay_course
bulk,63.8,5.4,3.1,38.8,-1.07,4,deload_week
maintain,93.6,6.2,2.8,73.2,1.26,6,increase_intensity
bulk,74.1,4.7,2.3,32.7,0.33,6,deload_week
